# TERNA average load,,,,,,,,,,,,,,,,,,,,,,,,
# EOP or BOP unclear,,,,,,,,,,,,,,,,,,,,,,,,
# MW,,,,,,,,,,,,,,,,,,,,,,,,
# column is hour of day,,,,,,,,,,,,,,,,,,,,,,,,
Datestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1/7/2009,24653,23223,22638,22543,23157,25242,31221,37582,41949,44031,44322,44301,41628,41515,42647,43146,45222,46233,44830,42499,40316,37042,33117,29470
1/8/2009,27028,25644,24996,24875,25456,27394,33150,39843,43947,45514,45179,44816,41945,42470,43568,44617,46284,47393,46029,43481,40996,37833,33735,30055
1/9/2009,27652,26185,25475,25257,25832,27860,34213,40678,44530,45624,45407,44994,42009,41784,43219,43457,45335,47517,46379,43590,41416,37809,34279,30518
1/10/2009,27962,26579,25847,25481,25770,26898,29832,33537,36333,38105,38041,37278,35445,33778,33901,34165,36146,40425,40739,39691,37280,34432,31907,29511
1/11/2009,26884,24760,24029,23766,23767,24220,25592,26193,28710,31196,31913,32605,31819,30370,29977,29927,31325,35557,36489,36273,35426,33673,30990,27681
1/12/2009,25305,23989,23732,23786,24531,27635,34673,41834,46052,47436,47094,46716,43643,44291,45502,45872,47812,49187,47534,45278,43097,39489,35479,32072
1/13/2009,29370,28088,27317,27091,27807,29994,37052,44379,48252,49696,49252,49000,44854,45428,46461,46950,49017,50220,48733,46041,43398,40206,35755,32113
1/14/2009,29739,28298,27884,27464,28017,30144,36963,43943,47553,49015,48883,48342,44567,44845,46259,46782,48295,50026,48291,45638,43334,39935,35687,32477
1/15/2009,30204,28679,28145,28192,28630,30822,37692,44263,48062,49253,48927,47993,44732,45473,46761,47127,48726,49790,48620,46048,43928,40757,36471,33039
1/16/2009,30281,28971,28368,28022,28717,30778,37191,43453,47565,48545,48410,47191,43609,43962,45151,45704,47195,49701,48532,46067,43734,40396,36396,33122
1/17/2009,30259,28846,28271,27874,27914,28571,31716,36083,38510,40130,39540,38557,36272,34519,34694,34911,36828,41291,41754,40426,37907,35159,32786,30137
1/18/2009,27766,26024,25027,24558,24505,25119,26471,27507,29481,32329,33091,33742,32923,31291,31325,31150,32441,35997,36997,36868,35858,34035,31162,28098
1/19/2009,25942,24685,24217,24145,25045,27815,35275,42447,46613,47935,47604,47800,44242,45209,46287,47027,48028,49182,47699,45635,43610,39888,35768,32502
1/20/2009,30056,28729,28056,27894,28367,30831,37359,44041,48025,48928,48829,48231,44610,45425,46938,47289,48596,49604,48040,45997,43563,39955,35951,32357
1/21/2009,29962,28767,28298,28079,28569,30633,36871,44052,47666,48842,48664,48127,44484,45005,46145,46366,47596,49307,48065,45684,43354,39828,36054,32408
1/22/2009,29976,28485,28039,27756,28389,30512,36808,43616,47480,48226,47979,47290,43862,44460,45399,45918,46995,48789,47890,45724,43308,39614,35695,32222
1/23/2009,29661,28373,27726,27760,27917,30278,36757,43095,47256,47986,47747,47075,43653,44185,45511,45916,47105,49046,47794,45248,42985,39469,35664,32284
1/24/2009,29821,28339,27433,27144,27253,28072,31203,35003,38032,40065,39902,39034,37144,35603,35804,35840,37294,40660,41157,39839,37260,34580,32226,29804
1/25/2009,27572,25667,24802,24525,24499,24999,26172,27160,29693,32283,33215,33839,32884,31037,30832,30851,31315,35710,36725,36697,35771,34101,31487,28501
1/26/2009,26329,25282,24876,24968,25856,28654,35830,42054,46480,47259,46879,46745,43471,44460,45750,46407,47174,48859,47540,45498,43220,39668,35744,32422
1/27/2009,29604,28503,27900,27948,28434,30634,37160,43601,47720,48969,47957,47749,44043,44828,46128,46126,47411,49226,48046,46056,43597,40006,35871,32310
1/28/2009,29815,28618,27876,27783,28204,30473,36973,43292,47750,48420,47900,47199,43346,44059,45137,45466,46488,48957,48378,45934,43482,39559,35673,32043
1/29/2009,29818,28360,27746,27694,28373,30573,37326,43210,47400,48324,47645,46727,43284,43580,44879,45113,45820,48663,48141,45775,43497,40068,35951,32524
1/30/2009,29745,28345,27648,27536,28167,30276,36787,42671,47064,47627,47248,46276,42754,42983,43878,44171,44707,47847,47429,45318,42788,39252,35407,31644
1/31/2009,29764,28264,27392,27029,27166,28086,31490,35047,38141,39888,39475,38672,36634,35094,35104,35304,36584,40857,41855,40544,38327,35660,32785,30126
2/1/2009,27489,25733,24833,24234,24202,24668,26035,27245,29964,32477,33875,34720,33307,31585,31804,31652,32147,35771,37114,37081,36243,34188,31400,28380
2/2/2009,26350,25245,24822,24720,25406,28120,34956,41533,46004,47272,47067,47217,43901,44573,45839,46207,46699,47799,46992,44640,42650,39045,35110,31836
2/3/2009,29288,27977,27260,27188,27662,29970,36497,42462,46409,47481,47197,46464,43411,44020,45107,45829,46508,47843,47348,45206,43066,39470,35373,31918
2/4/2009,29309,28149,27580,27442,27869,30071,36450,42246,46482,47048,46516,45854,42361,43138,44412,44687,45167,47479,47147,44988,42780,39100,35061,31957
2/5/2009,29735,28347,27860,27595,28252,30088,36265,42045,45837,46664,46237,45610,42183,42788,44035,44423,45024,47235,46936,44703,42307,38964,35036,31721
2/6/2009,29329,28089,27325,27400,28039,30005,36207,42115,46322,47152,46864,46429,42577,43154,44333,44619,45029,46936,46091,43941,41655,38287,34383,31324
2/7/2009,29053,27358,26660,26414,26481,27221,30444,33787,36587,38333,37919,37250,35453,34024,34239,34315,35570,39453,40543,39280,36876,34141,31658,29268
2/8/2009,26861,25388,24372,23914,23977,24314,25580,26249,29168,31435,31736,32544,31300,29837,29584,29238,29717,33910,35871,35838,34969,33102,30401,27796
2/9/2009,25768,24771,24154,24262,25027,27784,34806,40671,45076,45937,45663,44871,41509,42601,43456,43489,44010,46812,46974,45168,42792,39585,35572,32353
2/10/2009,29563,27911,27272,27153,27728,30077,36158,42789,47037,48259,47888,47347,43573,44180,45128,45035,45406,47073,47237,45177,43000,39257,35244,31689
2/11/2009,29656,28122,27446,27453,28029,30290,36414,42402,46262,46983,46569,46225,42732,43279,44438,44706,45182,47597,48020,46117,43625,40205,36242,32508
2/12/2009,29773,28840,28034,27878,28292,30374,36761,42445,46512,47313,46941,46031,42654,43127,44342,44543,44867,46805,47720,45643,43312,39552,35639,31781
2/13/2009,29281,28322,27477,27327,27823,29986,36002,41557,45958,46744,46372,45769,42228,42333,43508,43352,43823,45903,47059,45091,42538,38988,35130,31706
2/14/2009,29177,27760,26950,26634,26821,27611,31007,34320,37891,39368,38757,38021,36089,34705,34886,35063,35653,39349,42127,41025,38278,35622,32821,30372
2/15/2009,27686,26192,25013,24683,24520,25199,26171,27169,30261,32593,33168,33519,32446,30899,30561,30315,30569,34215,37458,37689,36806,34724,31737,28497
2/16/2009,26127,25411,24724,24634,25485,28521,35174,41563,46013,46948,46467,45818,43064,43893,44717,45208,45292,46885,48469,46461,44299,40572,36298,33103
2/17/2009,29983,28651,28024,27843,28170,30846,37280,43361,47240,48264,47680,46996,43609,44250,45397,45635,46019,46979,48680,46566,44105,40471,36065,32942
2/18/2009,30419,28868,28137,27968,28566,30898,37060,42769,47154,48199,47931,47371,43994,44629,45724,45909,46194,47272,49170,46793,44466,40658,36508,33163
2/19/2009,30522,29095,28265,28112,28786,31309,37411,43313,47643,48431,48009,47464,44012,44546,45533,45372,45766,47067,49160,47076,44571,40812,36724,33137
2/20/2009,30375,29043,28405,28115,28840,31083,37137,43116,46612,48094,47393,46905,43307,43448,44562,44414,44575,46227,48366,45828,43526,40058,36410,33277
2/21/2009,30400,28729,27914,27550,27488,28503,31325,34977,38265,39484,39081,37928,35924,34325,34285,34390,35065,38307,42237,41002,38432,36012,33228,30496
2/22/2009,27979,26268,25328,24821,24928,25335,26280,27217,30413,32416,32953,33486,32574,30771,30569,30383,30571,32842,36836,36953,36202,34424,31698,28467
2/23/2009,26114,25358,24795,24667,25640,28558,34370,40564,45721,46821,46715,45905,42842,43506,44570,44772,45008,45756,47533,45400,43261,39830,35588,32503
2/24/2009,29939,28209,27488,27353,27955,30031,35807,41218,45829,46943,46779,46194,42809,42752,43209,43339,43615,44797,46814,45281,43080,39270,35655,32157
2/25/2009,29654,28346,27768,27784,28146,30160,35564,41625,45780,46766,46470,45987,42479,42769,43378,44000,43801,44892,47603,45888,43725,40253,35906,32271
2/26/2009,29382,28180,27507,27416,27842,30171,36006,42102,46092,46820,46336,45504,42297,42877,43705,43925,44197,45044,47621,45492,43411,40085,35866,32294
2/27/2009,29719,28152,27770,27501,28048,30292,35795,41268,45445,46100,45713,45129,41820,42069,42885,42738,42745,43592,46867,45111,42769,39320,35393,31997
2/28/2009,29488,28025,27250,26789,26913,27851,29974,33582,36355,37569,37174,36577,34376,32675,32800,32716,33240,35877,40360,39715,37255,34207,31938,28964
3/1/2009,26425,24764,23881,23429,23465,23865,24470,25866,28985,30961,31578,32420,31736,30130,29982,29656,30006,32254,35883,35875,34952,33122,30380,27246
3/2/2009,25974,24814,24386,24476,25179,27619,33691,40080,44727,45655,45305,44798,41626,42479,43409,43653,43728,43610,46003,44325,42404,38937,35077,31445
3/3/2009,29161,27915,27386,27295,27869,30043,35220,41285,45634,46690,46326,45697,42132,42965,43770,44313,44505,44419,46673,44803,42656,39237,35049,31550
3/4/2009,29241,27830,27185,27416,27791,30028,35156,41437,45586,46776,46673,46300,42923,43249,44474,44845,45203,45179,46742,44749,42422,38864,34948,31620
3/5/2009,29063,27871,27352,27203,27553,29964,35181,41224,45481,46670,46616,46472,42562,43198,44550,44561,45141,44758,46720,44691,42748,39040,34903,31820
3/6/2009,29305,28132,27396,27144,27587,29581,34665,40804,44659,45669,45515,45003,41941,42101,42833,42843,42716,42795,45630,44080,41627,38110,34555,31175
3/7/2009,28797,27455,26723,26247,26259,27043,29046,32915,35937,37329,36967,36319,34411,32837,32896,32702,33393,34944,39773,39069,36825,34107,31632,29063
3/8/2009,26737,25196,24087,23842,23663,24256,24073,26247,28753,30429,30740,31051,30076,28672,28602,28258,28282,29996,35358,35784,34572,32787,30483,27517
3/9/2009,25676,24475,23808,23819,24769,27374,32745,39666,43456,43852,43595,43263,40286,41201,42051,42019,41951,41516,45010,43600,41783,38534,34609,31371
3/10/2009,28798,27464,26939,26740,27330,29744,34052,40297,44017,44770,44640,43772,40844,41634,42516,42800,42867,42644,45750,44055,42197,38877,34750,31424
3/11/2009,29006,28055,27390,27349,27897,29992,34172,40812,43927,44585,44037,43490,40285,41129,42138,42162,42353,42310,45999,44776,42645,39158,35280,31955
3/12/2009,29384,28056,27383,27475,28026,30061,34326,40315,43939,44368,43891,43236,40239,40777,41400,41561,41573,41274,45405,43924,42019,39030,35145,31698
3/13/2009,29171,28046,27423,27397,27755,29592,33914,39679,43262,43844,43115,42700,39695,39631,40382,40412,40304,40048,44370,43336,41421,38234,34614,31017
3/14/2009,28542,27489,26731,26297,26234,27146,28708,32931,35719,36551,35852,35299,33691,32370,32186,32131,32614,34202,39458,38813,36451,33914,31383,28838
3/15/2009,26529,24808,23899,23649,23604,23951,23704,25937,28269,30057,30256,30667,29778,28356,28120,27603,27771,29016,34370,35236,34186,32416,29740,26941
3/16/2009,25118,24005,23477,23417,24293,26950,31776,38182,42087,42625,42092,41799,38914,39573,40560,40542,40565,39965,43485,42642,40483,36904,33165,29872
3/17/2009,27786,26808,26261,26152,26689,28756,32941,39220,42850,43736,43294,42641,39517,39912,41026,40907,41013,40571,44514,43439,41087,38029,33963,30654
3/18/2009,28148,26750,26231,26083,26499,28665,32534,38648,42414,42871,42584,41715,38630,39284,40364,40354,40401,39562,43896,43041,41127,37594,33995,30160
3/19/2009,28090,26894,26363,26244,26733,28763,32782,38806,42296,42961,42682,42226,39193,39718,40894,40904,41018,40823,44007,43170,40745,37505,33630,30417
3/20/2009,27884,26819,26257,26101,26466,28459,32265,38526,42594,43605,43609,43263,39711,40245,40812,41074,41174,40797,44194,43135,40986,37447,33795,30670
3/21/2009,27689,26600,25882,25569,25537,26394,27918,31973,35343,36546,35967,35603,34015,32624,32528,32317,32834,33845,38765,38977,36547,33759,31241,28472
3/22/2009,26088,24496,23619,23118,23240,23430,23300,25498,28304,30115,30699,30933,29598,28319,28214,27906,27744,28796,33905,35124,34237,32589,29897,26905
3/23/2009,24750,23694,23317,23308,24150,26554,31512,38273,42559,42860,42491,41993,39216,39843,40771,40859,40470,39714,43195,42844,41249,37644,33631,30178
3/24/2009,27823,26491,25766,25775,26065,28188,32597,39037,42630,43659,43635,43385,40097,40757,41658,41828,41716,41063,44314,43547,41594,38070,34117,30872
3/25/2009,28340,27098,26174,26223,26563,28252,32560,38936,42554,43161,42889,42294,39406,40130,41252,41232,41478,40628,44008,43523,41701,38000,33731,30225
3/26/2009,28215,26539,26435,26877,28544,32845,39386,42862,43463,43260,42639,39745,40027,40917,41109,40864,39656,43613,43367,41361,38180,34319,30792,28318
3/27/2009,27283,26727,26600,26894,28274,32577,39027,42379,42836,42486,41930,38906,39348,40162,40010,39767,39195,42712,42555,40594,37096,33711,30616,27773
3/28/2009,26686,25886,25585,25732,25920,27861,32100,34763,35843,35294,34971,33317,32178,32079,32107,32774,34624,38329,37680,35550,33032,30354,27760,25593
3/29/2009,24055,23903,,23426,23317,23649,24183,24704,26706,29093,30491,31540,30846,29123,28713,28250,28292,28975,30363,33654,33728,32306,29945,27097
3/30/2009,24591,23477,22885,22948,23419,25867,31734,37769,42091,42671,42883,42530,39347,40002,40993,40696,40168,38599,38250,41050,40906,37729,33863,30739
3/31/2009,28086,26721,26101,26052,26457,28312,33636,39130,43168,44231,43770,43136,40155,40641,41545,41763,41621,40381,40327,42242,41160,37884,34215,31054
4/1/2009,28013,27110,26546,26340,26713,28743,33739,39417,43385,44326,44024,43520,40348,40784,41784,41617,41474,39936,39586,41205,40767,37633,34077,30721
4/2/2009,28221,27116,26483,26332,26660,28604,33543,39275,43533,44404,44083,43345,40051,40677,41608,41626,41068,39479,39200,41580,41020,37878,34186,31454
4/3/2009,28544,27231,26364,26268,26821,28688,33255,38716,42030,42727,41924,41433,38662,38842,39514,39205,38492,37250,37168,39471,39546,37068,33682,30540
4/4/2009,27965,26810,25841,25448,25686,26196,27917,31253,34286,35284,35093,34296,32713,31312,31217,30964,31281,31564,32432,35419,34804,32560,30223,27646
4/5/2009,25287,23956,23111,22800,22595,23018,23382,24734,27417,29210,29465,29630,28936,27358,27177,26751,26723,27234,28654,31954,32976,31596,29194,26340
4/6/2009,24187,23211,22680,23065,23487,25982,30681,36639,40315,41490,41094,40673,37954,38801,39607,39459,38887,37238,36699,38993,39585,36686,32855,29378
4/7/2009,26925,25999,25679,25545,25790,27789,32037,37752,41664,42332,42046,41500,38529,39263,40148,39903,39390,37458,36919,39360,40045,37102,33209,30615
4/8/2009,28037,26811,25990,25803,26075,27996,31817,37463,41400,42351,42048,41288,38393,38957,39992,39624,39299,37579,37034,39304,39786,37120,33631,30590
4/9/2009,27586,26421,25698,25497,25817,27696,30944,36464,40858,42203,41775,40976,38114,38532,39307,38901,38419,36610,36184,38003,38424,35961,32867,30041
4/10/2009,27079,25998,25388,25017,25260,26602,29506,34231,38128,39295,38976,38296,35488,35072,35524,35140,34815,33916,34093,35814,36364,33617,30898,28275
4/11/2009,25276,24319,23542,23093,23085,23446,24222,27090,30094,31303,30848,30144,29258,28193,28005,27863,27986,28272,29161,31459,31660,29697,27392,24740
4/12/2009,22391,21052,20198,19707,19652,19977,19738,21153,23376,25294,25744,26098,24174,21736,21480,21628,21635,22034,23171,25745,27824,27045,25329,22927
4/13/2009,20529,19587,19087,18819,19002,19711,19085,20649,23189,24766,24896,24825,23872,22476,21847,21610,21700,22187,23599,26714,28837,27833,25453,23196
4/14/2009,21358,20344,19738,19652,20290,22592,26173,31811,37077,38436,38554,38473,36068,36275,36759,36721,36528,35299,34789,36487,37710,34924,31430,28209
4/15/2009,25296,24442,23868,23659,24112,26146,29680,35570,39793,40831,40560,40206,37308,37954,38750,38703,38338,36854,36484,38075,39193,35983,32752,29405
4/16/2009,26815,25635,25145,24778,25233,27140,31065,36916,41291,42145,42275,41808,38631,39188,40302,40129,39905,38240,37635,38673,39322,36190,32713,29469
4/17/2009,27019,25984,25303,25209,25485,27193,30844,36604,40214,41065,40792,40310,37616,37782,38707,38385,37608,36637,36374,37835,38853,35793,32546,29683
4/18/2009,27079,25561,25111,24851,24977,25391,26470,30169,32982,34012,33616,33186,31737,30241,30160,30117,30357,30797,31955,34060,34469,31912,29592,27314
4/19/2009,24706,23576,22810,22555,22387,22752,22353,23709,26166,28254,28986,29762,29036,27328,26893,26624,26733,27163,28615,30885,32292,30842,28586,26159
4/20/2009,24232,22915,22452,22536,23220,25635,30248,36527,40504,41862,41787,41679,38689,39446,40443,40433,40266,38451,38235,39177,39760,36405,33014,30060
4/21/2009,27964,26190,25734,25589,25943,27782,31851,37778,41757,42729,42551,41894,38669,39428,40250,40240,40059,38342,38138,39204,40171,37075,33366,30134
4/22/2009,27693,26482,25832,25651,26248,28018,31843,38012,41503,42238,42081,41436,38556,38929,40064,39634,39298,37463,37133,38225,40053,37115,33475,30130
4/23/2009,27944,26617,26091,25841,26383,28146,31697,37609,41204,41985,42021,41441,38626,39019,39937,39834,39779,38245,37847,38526,40095,37016,33446,30274
4/24/2009,27770,26578,26044,25884,26116,28032,31297,37449,41088,41675,41606,41030,38139,38493,38916,38683,38274,36814,36442,37111,38845,35407,32358,29282
4/25/2009,26572,25402,24497,23899,23718,23303,22815,24956,27649,29050,29065,28876,28029,26750,26364,25811,25714,26319,27384,29655,31728,30114,28264,26002
4/26/2009,23708,22654,21938,21566,21675,21991,22095,23878,26203,28332,29129,29772,28998,27537,27408,26967,27099,27877,29192,31064,32634,30859,28700,25909
4/27/2009,23818,23243,22752,22635,23226,25477,30302,36962,40855,42069,41988,41752,39052,39953,40930,40932,41041,39503,39129,39646,39960,36289,32867,28948
4/28/2009,27578,26406,25952,25809,26190,27853,32136,38578,42136,43416,43394,42826,39659,40066,40922,40811,40432,38899,38554,39212,40525,37366,33686,30280
4/29/2009,27728,26531,26164,25737,26139,27683,31505,37913,41609,42314,41973,41664,38614,39324,40040,40300,39809,38313,37574,38362,40145,37181,33491,30055
4/30/2009,27621,26325,25841,25751,26132,27555,31560,37699,41634,41875,41571,40698,37811,38255,39116,38862,38144,36649,36016,36438,38152,35409,31956,28805
5/1/2009,26007,24710,23540,22871,22423,21488,20694,22816,24931,26148,26229,26189,25318,24063,23641,23131,22999,23383,24535,26371,29614,28619,26680,24274
5/2/2009,22088,20971,20383,20308,20576,21170,22582,26053,28903,30225,30021,29915,29424,28427,28024,27791,28174,28416,29282,30456,32276,30371,28109,25975
5/3/2009,23425,22208,21522,21193,21095,20916,20638,22812,24928,26683,26913,27358,26799,25426,25271,24895,24696,25150,26300,27903,30872,29885,27625,24901
